Feature,Mean_IC,Abs_IC,IC_Std,Positive_IC_Pct,Observations,ICIR,Alpha_Score,Global_Weight,Rolling_IC,Rolling_ICIR,Rolling_Rank,Rolling_Weight,IC_Volatility,IC_FlipRate,Rolling_IC_Volatility,Rolling_ICIR_Volatility,Stability_Score,Stability_Multiplier,Stability_Weight,Stability_Rank,Cluster_ID,Cluster_Size,Representative,Dropped_By_Cluster,Cluster_Weight,Diversification_Multiplier,Regime,Regime_Mean_IC,Regime_Abs_IC,Regime_ICIR,Regime_Alpha_Score,Regime_Positive_IC_Pct,Regime_Observations,Regime_Weight,Historical_IC,Recent_IC,IC_Delta,Historical_ICIR,Recent_ICIR,ICIR_Delta,Recent_Positive_Pct,IC_Trend,Decay_Score,Decay_Multiplier,Decay_Weight,Feature_Rank,Use_Feature,Rolling_Component,Stability_Component,Regime_Component,Decay_Component,Diversification_Component,Rolling_Contribution,Stability_Contribution,Regime_Contribution,Decay_Contribution,Diversification_Contribution,Final_IC_Score,Adaptive_Weight,Adaptive_Score
Close_Lag3,0.0268555358993771,0.2504526784419983,0.30338190585568414,0.5365772922873221,3021,0.08852055871661463,0.1372295619070495,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,0.026855535899377097,0.11603957120967151,0.08918403531029441,0.08853521322518697,0.6263518602945173,0.5378166470693303,0.7833333333333333,-4.566186998463974e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
MA50,0.026928550841566586,0.2489654276946043,0.30193995052801176,0.5335981463091691,3021,0.08918512010514233,0.13717010325667361,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,0.026928550841566586,0.11269568151147098,0.08576713066990439,0.08919988463132739,0.6115267085618729,0.5223268239305454,0.7666666666666667,-6.4504989991133506e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Close_Lag5,0.02687939302918416,0.2504382691402127,0.3033008498217164,0.5355842436279378,3021,0.0886228738111393,0.13714403504907252,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,0.02687939302918416,0.11767398809415887,0.09079459506497471,0.08863754525789472,0.6372353034917396,0.5485977582338449,0.7833333333333333,-4.579163271510129e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
EMA50,0.026881960133409013,0.24929928855558597,0.30226519219853015,0.5332671300893744,3021,0.08893501712502083,0.13696891697219032,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,0.026881960133409013,0.11520917678812416,0.08832721665471514,0.08894974024685512,0.6151815474215956,0.5262318071747405,0.7666666666666667,-6.218155021824706e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
EMA10,0.026913681809576546,0.25030743102273,0.30312864614841434,0.5322740814299901,3021,0.0887863356458005,0.13674770136256176,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,0.026913681809576546,0.11764170040485834,0.09072801859528179,0.08880103415353349,0.6353015900917912,0.5465005559382577,0.7833333333333333,-4.717470876263041e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
EMA_S,0.026748076685552995,0.2501448333694979,0.3029560865561657,0.5332671300893744,3021,0.08829027632789888,0.13657414449941646,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,0.026748076685552995,0.11729082321187585,0.09054274652632285,0.0883048927134036,0.6324338716643041,0.5441289789509005,0.7833333333333333,-5.002747163985066e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Close_Lag2,0.026669782872275574,0.25054389666144616,0.3034300059156922,0.5339291625289639,3021,0.08789434882650136,0.136432201095603,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,0.026669782872275574,0.1153476531240233,0.08867787025174773,0.08790889966652106,0.6237401569343556,0.5358312572678345,0.7833333333333333,-4.6091281664871095e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
EMA_M,0.026575492780035997,0.249211539938486,0.3022333987557553,0.5335981463091691,3021,0.08793036375699219,0.13637406984673187,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,0.026575492780036,0.11506072874493928,0.08848523596490328,0.08794492055925499,0.6165843318042653,0.5286394112450103,0.7666666666666667,-5.549273567282973e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
SMA_S,0.02638728280737491,0.24979676194077072,0.302538004967313,0.533977348434377,3002,0.0872197287180701,0.13598363790230758,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,0.02638728280737491,0.116474358974359,0.09008707616698408,0.08723425928517295,0.6268014684982819,0.539567209213109,0.7833333333333333,-4.98708085331461e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Close_Lag1,0.026274249909898056,0.25042928823583466,0.30352047406768135,0.5365772922873221,3021,0.08656499995276831,0.1359796187900903,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,0.026274249909898056,0.11543536559215699,0.08916111568225893,0.08657933072013206,0.6251226303147567,0.5385432995946247,0.7833333333333333,-4.629723986586441e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
High_20,0.026268518089478603,0.24871374400977192,0.30145779187696525,0.5329361138695796,3021,0.0871382950123291,0.13574703476406152,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,0.02626851808947861,0.1165688259109312,0.0903003078214526,0.08715272068823678,0.6334854849107621,0.5463327642225253,0.7833333333333333,-5.678636008056704e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
EMA200,0.02575371028935929,0.24840474037356333,0.3010917308028854,0.535253227408143,3021,0.08553443209865148,0.13505803485228757,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,0.02575371028935929,0.09920715249662616,0.07345344220726688,0.08554859225632064,0.5278706309723885,0.4423220387160679,0.7666666666666667,-7.794142731667003e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
MA200,0.025828218828804452,0.2482067354298886,0.3007564458645882,0.5335981463091691,3021,0.0858775234847527,0.1350208255116307,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,0.025828218828804456,0.10144062078272602,0.07561240195392156,0.08589174044092976,0.5422148415521671,0.4563231011112374,0.75,-7.432643081597126e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
SMA_L,0.02330351258863543,0.24926170935940073,0.3023027790358341,0.5287030474840538,2822,0.07708666319864177,0.12869417565845168,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,0.02330351258863543,0.1209116373822256,0.09760812479359017,0.0771003249910297,0.5867197105548662,0.5096193855638365,0.7333333333333333,-3.036005184023964e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
ATR_14,0.020400155860327458,0.23263736346714942,0.2836386851484784,0.5339291625289639,3021,0.07192303750006951,0.12576709176248108,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,0.020400155860327458,0.11317139001349526,0.09277123415316779,0.07193494430211225,0.5730716020357491,0.5011366577336369,0.7,-4.369626994916117e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
EMA_Spread_Z,0.018773708818675572,0.2099008561672793,0.2601673750825166,0.5335981463091691,3021,0.0721601190024731,0.12535990004333825,0.1591312012325797,0.06261470985155196,0.3972251646519961,3.0,0.9333333333333333,0.2601243117080459,0.2314569536423841,0.06856543522532572,0.2806900967665062,0.4118039777485084,0.9470823866491049,0.16939056155367802,4.0,2.0,1.0,True,False,0.15913120123257968,0.9443040795685971,SIDEWAYS,0.02407619583603518,0.21815586680856067,0.08880281312429408,0.019372854672169003,0.5452660677263304,1447.0,0.9,0.018773708818675572,0.06261470985155196,0.04384100103287639,0.07217206505316748,0.40057733771772686,0.3284052726645594,0.65,1.597166889108643e-05,0.6819712646012868,1.0727885058405147,0.21089277064515546,5,True,0.9333333333333333,0.9470823866491049,0.9,1.0727885058405147,0.9443040795685971,0.9660917830792959,0.9731815794850953,0.9587315155141827,1.0285031939017404,0.9829548271544436,0.14501195835793945,0.14844924167393656,14.844924167393655
EMA_Spread,0.018770023415418745,0.20990454157053612,0.26016859484416643,0.5335981463091691,3021,0.07214561524812722,0.12535081735747095,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,0.01877002341541875,0.06261470985155196,0.04384468643613321,0.07215755889773655,0.40057733771772686,0.3284197788199903,0.65,1.5964503294018066e-05,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
ATR,0.01987391379752523,0.2321985522391524,0.28340898379135493,0.535253227408143,3021,0.07012450156496047,0.12481863411120728,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,0.019873913797525233,0.11092105263157893,0.0910471388340537,0.0701361106207999,0.5643585628873846,0.49422245226658473,0.7,-3.86619361229885e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
ATR_Z,0.019871773788590678,0.23219641223021784,0.28340739109966034,0.535253227408143,3021,0.07011734465134473,0.12481405580603824,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,0.019871773788590678,0.11092105263157893,0.09104927884298826,0.07012895252236273,0.5643585628873846,0.4942296103650219,0.7,-3.87018516636345e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Return_Lag5,0.010003288375134936,0.1843787276033483,0.22840760352164605,0.5165672630881378,3018,0.043795776397571436,0.10457375299442545,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,0.010003288375134936,0.032997814287344364,0.022994525912209428,0.0438030339626566,0.1733367258126836,0.129533691850027,0.5166666666666667,2.873511362810374e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Price_to_MA50,0.005790445632868232,0.2088711481282678,0.2573388598098639,0.5114200595829196,3021,0.02250124841092901,0.09082582925330936,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,0.005790445632868232,0.08213562753036438,0.07634518189749614,0.022504973474827297,0.4862509463345836,0.46374597285975633,0.6333333333333333,1.6521003853123255e-05,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Reversal,0.00532690296521549,0.19617061894546559,0.24563551431787,0.4991724594505131,3021,0.021686208357623263,0.0884013544038344,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,0.00532690296521549,-0.03318151147098516,-0.03850841443620065,0.021689798492283953,-0.18845533481448096,-0.2101451333067649,0.4666666666666667,-1.9002641849866386e-05,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
MACD_Signal,0.004466057467528569,0.19445410730253662,0.23916325719636178,0.5034756703078451,3021,0.01867367714091674,0.08713169021393954,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,0.004466057467528568,0.08010458839406208,0.07563853092653351,0.018676768553414172,0.5106636805682168,0.4919869120148026,0.7166666666666667,9.962939039087395e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Regime_Strength,0.003885444603528696,0.1784673802767263,0.22156957983168754,0.5041920731707317,2624,0.01753600195904249,0.08643924543414173,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,0.003885444603528696,0.0417354705193433,0.03785002591581461,0.017539344378186515,0.22835591668190405,0.21081657230371753,0.6333333333333333,1.3090191557465796e-05,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Momentum_ATR,0.0042291568033325354,0.20005443968340766,0.24889918389997412,0.5038066865276398,3021,0.016991444970107555,0.08618504475370489,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,0.004229156803332534,0.029132928475033737,0.024903771671701203,0.01699425789039862,0.16308191544928835,0.14608765755888972,0.55,2.0362683372317368e-05,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Momentum_ATR_Z,0.004173409117835203,0.20008821379338515,0.2489215461875248,0.5038066865276398,3021,0.01676596166538837,0.08604430463046013,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,0.004173409117835202,0.029132928475033737,0.024959519357198534,0.016768737257096485,0.16308191544928835,0.14631317819219186,0.55,2.0255366158181932e-05,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Return_Lag10,0.002607539752027864,0.1852496163694988,0.23027586239670858,0.5129224652087475,3018,0.011323547824618143,0.08394858301046046,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,0.0026075397520278648,0.010867071524966264,0.0082595317729384,0.011325424292901048,0.05718964032714974,0.04586421603424869,0.5666666666666667,1.0081499238720738e-05,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
BB_Z50,0.0025823608409361667,0.1938576645084522,0.2404333170509981,0.5024826216484608,3021,0.010740445050916049,0.0820543462775538,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,0.0025823608409361654,0.07908906882591094,0.07650670798497478,0.010742223123108713,0.4560745344939229,0.4453323113708142,0.5833333333333334,1.5074731150486157e-05,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
MACD,0.0006847343866462745,0.19084326737077156,0.23620508060876086,0.505130751406819,3021,0.0028988977797710412,0.0775694268058908,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,0.0006847343866462751,0.08924763832658571,0.08856290393993943,0.0028993776900081694,0.6217171349667364,0.6188177572767283,0.7,1.2026994088003046e-05,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
MACD_Z,0.0006847343866462745,0.19084326737077156,0.23620508060876086,0.505130751406819,3021,0.0028988977797710412,0.0775694268058908,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,0.0006847343866462751,0.08924763832658571,0.08856290393993943,0.0028993776900081694,0.6217171349667364,0.6188177572767283,0.7,1.2026994088003046e-05,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Return_10,0.0004154268432575118,0.19667901191098358,0.24467061767342022,0.5087719298245614,3021,0.0016979024515077245,0.07737426387499072,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,0.0004154268432575105,0.042908232118758445,0.042492805275500936,0.0016981835379171553,0.2532252192598202,0.25152703572190305,0.6,2.2149970795083682e-05,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Return_10_Z,0.00039342791361210753,0.19668167167949294,0.24466856802172035,0.5084409136047666,3021,0.0016080034929912927,0.07726856733594382,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,0.00039342791361210645,0.042908232118758445,0.04251480420514634,0.001608269696699166,0.2532252192598202,0.2516169495631211,0.6,2.2107438187685047e-05,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Reversal_5,0.00033105516820572243,0.19424813024979914,0.23821771174507053,0.4998344918901026,3021,0.0013897168451113549,0.07583883459878835,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,0.0003310551682057216,-0.055728744939271255,-0.05605980010747698,0.0013899469116371024,-0.2960560780778615,-0.2974460249894986,0.38333333333333336,-9.682206243787665e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Return_5,-0.00033105516820572243,0.19424813024979914,0.23821771174507053,0.4998344918901026,3021,-0.0013897168451113549,0.07411151296824242,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.0003310551682057216,0.055728744939271255,0.05605980010747698,-0.0013899469116371024,0.2960560780778615,0.2974460249894986,0.6166666666666667,9.682206243787665e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Return_5_Z,-0.0003407325964792934,0.19423845282152555,0.23820955503115937,0.4998344918901026,3021,-0.0014303901243773922,0.07408623943616403,0.0,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,-0.000340732596479293,0.055728744939271255,0.05606947753575055,-0.0014306269243323894,0.2960560780778615,0.2974867050021939,0.6166666666666667,9.663544303340352e-06,,1.0,1.0,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
